 NOFB 56M5OUTER w, n0, rfit:-1.951232306037014e-15 9.99999999999996e-07 10.0
 NOFB 57INNER w, n0, rfit:-1.1071951260339689e-15 1.000000000000002e-06 1.0
 NOFB 57OUTER w, n0, rfit:-3.5536542648992325e-16 1e-06 10.0
 NOFB 57ALL w, n0, rfit:1.762706482169409e-15 1e-06 10.0
 NOFB 57M5OUTER w, n0, rfit:-1.951232306037014e-15 9.99999999999996e-07 10.0
 NOFB 58INNER w, n0, rfit:-1.1071951260339689e-15 1.000000000000002e-06 1.0
 NOFB 58OUTER w, n0, rfit:-3.5536542648992325e-16 1e-06 10.0
 NOFB 58ALL w, n0, rfit:1.762706482169409e-15 1e-06 10.0
 NOFB 58M5OUTER w, n0, rfit:-1.951232306037014e-15 9.99999999999996e-07 10.0
 NOFB 59INNER w, n0, rfit:-1.1071951260339689e-15 1.000000000000002e-06 1.0
 NOFB 59OUTER w, n0, rfit:-3.5536542648992325e-16 1e-06 10.0
 NOFB 59ALL w, n0, rfit:1.762706482169409e-15 1e-06 10.0
 NOFB 59M5OUTER w, n0, rfit:-1.951232306037014e-15 9.99999999999996e-07 10.0
 NOFB 18INNER w, n0, rfit:-1.7490803095094702 421.6668299628454 1.0
 NOFB 18OUTER w, n0, rfit:-2.330596014118798 2.995771423848489 10.0
 NOFB 18ALL w, n0, rfit:-2.096815404902901 3.462818775301627 10.0
 NOFB 18M5OUTER w, n0, rfit:-2.221106590683398 2.634028865691663 10.0
 NOFB 19INNER w, n0, rfit:-2.014571728979667 276.0113262733049 1.0
 NOFB 19OUTER w, n0, rfit:-2.328034471042952 2.842044398448108 10.0
 NOFB 19ALL w, n0, rfit:-2.065953211073195 3.325389204663338 10.0
 NOFB 19M5OUTER w, n0, rfit:-2.168650007360801 2.5920259515633353 10.0
 NOFB 20INNER w, n0, rfit:-2.209538474526623 164.76500273415056 1.0
 NOFB 20OUTER w, n0, rfit:-2.3596537726806344 2.6646935986065023 10.0
 NOFB 20ALL w, n0, rfit:-2.0068158693559153 3.278015831747343 10.0
 NOFB 20M5OUTER w, n0, rfit:-2.1135499042905725 2.5454560594311806 10.0
 NOFB 21INNER w, n0, rfit:-2.028610939037844 235.5174244130543 1.0
 NOFB 21OUTER w, n0, rfit:-2.396390834365255 2.443634682604385 10.0
 NOFB 21ALL w, n0, rfit:-2.081815502293629 2.950205527554549 10.0
 NOFB 21M5OUTER w, n0, rfit:-2.033388306773824 2.468937982439586 10.0
 NOFB 22INNER w, n0, rfit:-1.7708595678793622 304.3494200508023 1.0
 NOFB 22OUTER w, n0, rfit:-2.440503387455707 2.243680524975171 10.0
 NOFB 22ALL w, n0, rfit:-2.1161219721961224 2.7373075402413387 10.0
 NOFB 22M5OUTER w, n0, rfit:-1.934948755220801 2.388073051500188 10.0
 NOFB 23INNER w, n0, rfit:-1.5979202948670788 296.2030234262894 1.0
 NOFB 23OUTER w, n0, rfit:-2.4998505405223264 2.0012022751279805 10.0
 NOFB 23ALL w, n0, rfit:-2.1108586074131397 2.544105956145149 10.0
 NOFB 23M5OUTER w, n0, rfit:-1.8054117255608142 2.274475307486798 10.0
 NOFB 24INNER w, n0, rfit:-1.9461306048763767 239.94095930175357 1.0
 NOFB 24OUTER w, n0, rfit:-2.5644941558436134 1.7538229816759645 10.0
 NOFB 24ALL w, n0, rfit:-2.1842460154060026 2.2083957416098 10.0
 NOFB 24M5OUTER w, n0, rfit:-1.6610133079819576 2.1435130323504676 10.0
 NOFB 25INNER w, n0, rfit:-1.7199197450575945 238.52917179506304 1.0
 NOFB 25OUTER w, n0, rfit:-2.6187872846982887 1.5262299535670836 10.0
 NOFB 25ALL w, n0, rfit:-2.177022519911041 2.000526845538222 10.0
 NOFB 25M5OUTER w, n0, rfit:-1.5030749196787905 1.9993910612043084 10.0
 NOFB 26INNER w, n0, rfit:-1.9796017195063738 191.20160045792704 1.0
 NOFB 26OUTER w, n0, rfit:-2.6401871416971563 1.3351046193713088 10.0
 NOFB 26ALL w, n0, rfit:-2.2190623507154386 1.722659832068155 10.0
 NOFB 26M5OUTER w, n0, rfit:-1.3358985642534142 1.8524179220746821 10.0
 NOFB 27INNER w, n0, rfit:-1.650719169468495 236.15217367197536 1.0
 NOFB 27OUTER w, n0, rfit:-2.7422616574557277 1.1370510028062497 10.0
 NOFB 27ALL w, n0, rfit:-2.2568985245226862 1.5332664882492566 10.0
 NOFB 27M5OUTER w, n0, rfit:-1.177242923712839 1.7145032180614572 10.0
 NOFB 28INNER w, n0, rfit:-1.6950114173571842 271.8078219806995 1.0
 NOFB 28OUTER w, n0, rfit:-2.7916952929249708 1.0015161824847145 10.0
 NOFB 28ALL w, n0, rfit:-2.342616462434641 1.322469440289554 10.0
 NOFB 28M5OUTER w, n0, rfit:-1.0148391517898143 1.5949810776968507 10.0
 NOFB 29INNER w, n0, rfit:-1.4446416200642713 338.0144236356503 1.0
 NOFB 29OUTER w, n0, rfit:-2.83473535934256 0.885018079903301 10.0
 NOFB 29ALL w, n0, rfit:-2.378339858437667 1.1790733897628494 10.0
 NOFB 29M5OUTER w, n0, rfit:-0.8461500928027594 1.4824579684267156 10.0
 NOFB 30INNER w, n0, rfit:-1.3855232062845961 367.83563525851355 1.0
 NOFB 30OUTER w, n0, rfit:-2.8683663620450934 0.7849668703434476 10.0
 NOFB 30ALL w, n0, rfit:-2.42193702357577 1.0412754474366093 10.0
 NOFB 30M5OUTER w, n0, rfit:-0.6704357916257268 1.3781776232078238 10.0
 NOFB 31INNER w, n0, rfit:-1.8069008721629682 288.94880790190257 1.0
 NOFB 31OUTER w, n0, rfit:-2.8763991634960284 0.7185062203605538 10.0
 NOFB 31ALL w, n0, rfit:-2.4817609322832976 0.9188607945459277 10.0
 NOFB 31M5OUTER w, n0, rfit:-0.5157245732656609 1.2979382518499247 10.0
 NOFB 32INNER w, n0, rfit:-1.6655893501255141 310.03724455346656 1.0
 NOFB 32OUTER w, n0, rfit:-2.8788112007161435 0.6664041636160712 10.0
 NOFB 32ALL w, n0, rfit:-2.485791542064428 0.8533690285517227 10.0
 NOFB 32M5OUTER w, n0, rfit:-0.36381708465180773 1.2264834503448208 10.0
 NOFB 33INNER w, n0, rfit:-1.4162017723987135 267.71190173110114 1.0
 NOFB 33OUTER w, n0, rfit:-2.8538546092215777 0.6324205503930745 10.0
 NOFB 33ALL w, n0, rfit:-2.4010327011241768 0.8414355775786992 10.0
 NOFB 33M5OUTER w, n0, rfit:-0.2354886895244478 1.172100399061309 10.0
 NOFB 34INNER w, n0, rfit:-1.8990431076506786 225.01577572147923 1.0
 NOFB 34OUTER w, n0, rfit:-2.844800030001853 0.6047185427477201 10.0
 NOFB 34ALL w, n0, rfit:-2.476972026567035 0.7599139882414356 10.0
 NOFB 34M5OUTER w, n0, rfit:-0.16925277596023727 1.1471514462131722 10.0
 NOFB 35INNER w, n0, rfit:-1.758673177827594 223.78295256337287 1.0
 NOFB 35OUTER w, n0, rfit:-2.8480368185954994 0.5759083453875092 10.0
 NOFB 35ALL w, n0, rfit:-2.456444813347282 0.73542996368258 10.0
 NOFB 35M5OUTER w, n0, rfit:-0.11021439936307527 1.1270521816131294 10.0
 NOFB 36INNER w, n0, rfit:-1.6013285186473454 261.20554240999087 1.0
 NOFB 36OUTER w, n0, rfit:-2.817073075582057 0.5571969742646625 10.0
 NOFB 36ALL w, n0, rfit:-2.459964025821924 0.6988340999182063 10.0
 NOFB 36M5OUTER w, n0, rfit:-0.07990456272513416 1.1196909041085579 10.0
 NOFB 37INNER w, n0, rfit:-1.5643686981333196 287.2837547018187 1.0
 NOFB 37OUTER w, n0, rfit:-2.774822182501979 0.5461840133366117 10.0
 NOFB 37ALL w, n0, rfit:-2.4706576887501956 0.664237535119469 10.0
 NOFB 37M5OUTER w, n0, rfit:-0.07060082180660089 1.1211270492145315 10.0
 NOFB 38INNER w, n0, rfit:-1.5505579234866331 295.42673255544906 1.0
 NOFB 38OUTER w, n0, rfit:-2.7234730390577493 0.5400486798685515 10.0
 NOFB 38ALL w, n0, rfit:-2.4661698831057657 0.6387751643542326 10.0
 NOFB 38M5OUTER w, n0, rfit:-0.0705751722527898 1.1274912321326616 10.0
 NOFB 39INNER w, n0, rfit:-1.7084356743190119 281.4500519268375 1.0
 NOFB 39OUTER w, n0, rfit:-2.706197411239262 0.5295029300283912 10.0
 NOFB 39ALL w, n0, rfit:-2.4912239631042925 0.6094111533484213 10.0
 NOFB 39M5OUTER w, n0, rfit:-0.07413864853585293 1.1363067050720084 10.0
 NOFB 40INNER w, n0, rfit:-1.6440936516273243 318.91280526057386 1.0
 NOFB 40OUTER w, n0, rfit:-2.723550527155904 0.5165163811947304 10.0
 NOFB 40ALL w, n0, rfit:-2.5168455222540884 0.5923844576180284 10.0
 NOFB 40M5OUTER w, n0, rfit:-0.07099540118404793 1.142158999230076 10.0
 NOFB 41INNER w, n0, rfit:-1.7333081139973343 299.47171577570646 1.0
 NOFB 41OUTER w, n0, rfit:-2.7511692593591603 0.5052576843071064 10.0
 NOFB 41ALL w, n0, rfit:-2.5329583220761815 0.5827860134099806 10.0
 NOFB 41M5OUTER w, n0, rfit:-0.0603265895399178 1.1438325124874182 10.0
 NOFB 42INNER w, n0, rfit:-1.283883765964581 371.0243570552908 1.0
 NOFB 42OUTER w, n0, rfit:-2.7681152514166234 0.4996207222638545 10.0
 NOFB 42ALL w, n0, rfit:-2.4897741293245743 0.6011710832207919 10.0
 NOFB 42M5OUTER w, n0, rfit:-0.04905561677657265 1.1461974280450478 10.0
 NOFB 43INNER w, n0, rfit:-1.3016308771126415 383.96525469885114 1.0
 NOFB 43OUTER w, n0, rfit:-2.7607436494763844 0.5017421891920878 10.0
 NOFB 43ALL w, n0, rfit:-2.4995426237891305 0.5975104138862214 10.0
 NOFB 43M5OUTER w, n0, rfit:-0.048073103015511195 1.1538683330292698 10.0
 NOFB 44INNER w, n0, rfit:-1.1512128615521824 347.6961987862571 1.0
 NOFB 44OUTER w, n0, rfit:-2.7429857121047614 0.4978541899456727 10.0
 NOFB 44ALL w, n0, rfit:-2.4394442897347477 0.6089066356855735 10.0
 NOFB 44M5OUTER w, n0, rfit:-0.033619646427767366 1.1541668279460169 10.0
 NOFB 45INNER w, n0, rfit:-0.9647664689901957 346.6718631361397 1.0
 NOFB 45OUTER w, n0, rfit:-2.749901987483898 0.49814835136764307 10.0
 NOFB 45ALL w, n0, rfit:-2.3978551779804844 0.6285821639988586 10.0
 NOFB 45M5OUTER w, n0, rfit:-0.02256524937660427 1.1569273648962302 10.0
 NOFB 46INNER w, n0, rfit:-1.2212459022356572 268.9584492314958 1.0
 NOFB 46OUTER w, n0, rfit:-2.7353936453502237 0.5041313556400673 10.0
 NOFB 46ALL w, n0, rfit:-2.3880732194334486 0.6316740680427564 10.0
 NOFB 46M5OUTER w, n0, rfit:-0.01246257716614547 1.1604503987329564 10.0
 NOFB 47INNER w, n0, rfit:-1.1226988227078982 272.2933611462626 1.0
 NOFB 47OUTER w, n0, rfit:-2.7269201663688567 0.5062499465250386 10.0
 NOFB 47ALL w, n0, rfit:-2.3659473681557075 0.6402867749617803 10.0
 NOFB 47M5OUTER w, n0, rfit:0.006548058772824165 1.1608695837521368 10.0
 NOFB 48INNER w, n0, rfit:-1.403146247274514 236.8437808237779 1.0
 NOFB 48OUTER w, n0, rfit:-2.714531825879405 0.5163577779103047 10.0
 NOFB 48ALL w, n0, rfit:-2.3879890743728356 0.637190559612125 10.0
 NOFB 48M5OUTER w, n0, rfit:0.013069739001274778 1.16678050988236 10.0
 NOFB 49INNER w, n0, rfit:-1.331152190389358 256.75078170569526 1.0
 NOFB 49OUTER w, n0, rfit:-2.7292821056053316 0.5157230294283033 10.0
 NOFB 49ALL w, n0, rfit:-2.394793451697664 0.6402272451758472 10.0
 NOFB 49M5OUTER w, n0, rfit:0.026479517606709767 1.1690895847012583 10.0
 NOFB 50INNER w, n0, rfit:-1.401985868732461 279.6796046517795 1.0
 NOFB 50OUTER w, n0, rfit:-2.746663068010508 0.517748768060096 10.0
 NOFB 50ALL w, n0, rfit:-2.4344059728271006 0.6339658501568936 10.0
 NOFB 50M5OUTER w, n0, rfit:0.03665621756113951 1.1715796989233713 10.0
 NOFB 51INNER w, n0, rfit:-1.4146089376809754 291.72007169255767 1.0
 NOFB 51OUTER w, n0, rfit:-2.7582021659450895 0.5274991669398739 10.0
 NOFB 51ALL w, n0, rfit:-2.4454408146996816 0.6460828508555814 10.0
 NOFB 51M5OUTER w, n0, rfit:0.03447496914329288 1.1815920428420286 10.0
 NOFB 52INNER w, n0, rfit:-1.6276524796267817 283.89157735505773 1.0
 NOFB 52OUTER w, n0, rfit:-2.7974073562977595 0.5259913346610272 10.0
 NOFB 52ALL w, n0, rfit:-2.496068568978531 0.6382209379981244 10.0
 NOFB 52M5OUTER w, n0, rfit:0.03860458441093553 1.1887228484111867 10.0
 NOFB 53INNER w, n0, rfit:-1.6835060772259032 281.49349302943716 1.0
 NOFB 53OUTER w, n0, rfit:-2.8220196704983773 0.5342089092649795 10.0
 NOFB 53ALL w, n0, rfit:-2.5081021722003474 0.6526183293825312 10.0
 NOFB 53M5OUTER w, n0, rfit:0.040734097536081544 1.1960257337469014 10.0
 NOFB 54INNER w, n0, rfit:-1.6794916451810313 322.7328291854283 1.0
 NOFB 54OUTER w, n0, rfit:-2.827039346010521 0.5504967577619353 10.0
 NOFB 54ALL w, n0, rfit:-2.5342507632761033 0.6644151345703782 10.0
 NOFB 54M5OUTER w, n0, rfit:0.027634493184099725 1.2126974042632341 10.0
 NOFB 55INNER w, n0, rfit:-1.6916885972572062 214.37507426630106 1.0
 NOFB 55OUTER w, n0, rfit:-2.859973162450937 0.5460674105845297 10.0
 NOFB 55ALL w, n0, rfit:-2.446322301882312 0.7071907643321385 10.0
 NOFB 55M5OUTER w, n0, rfit:0.028320081518210232 1.2193259170404247 10.0
 NOFB 56INNER w, n0, rfit:-1.5477676886481624 170.94841431921634 1.0
 NOFB 56OUTER w, n0, rfit:-2.9226880179647248 0.5217011674637844 10.0
 NOFB 56ALL w, n0, rfit:-2.3830644683707356 0.7292620590493918 10.0
 NOFB 56M5OUTER w, n0, rfit:0.05072017706060729 1.212229512261378 10.0
 NOFB 57INNER w, n0, rfit:-1.3512144878995183 148.0936348706932 1.0
 NOFB 57OUTER w, n0, rfit:-2.8986843922024406 0.5252994338696546 10.0
 NOFB 57ALL w, n0, rfit:-2.2968354941335707 0.7633761254428523 10.0
 NOFB 57M5OUTER w, n0, rfit:0.07123908084989503 1.206159889600451 10.0
 NOFB 58INNER w, n0, rfit:-1.0942013461571372 191.85443937945655 1.0
 NOFB 58OUTER w, n0, rfit:-2.8611629163377317 0.5410456306311977 10.0
 NOFB 58ALL w, n0, rfit:-2.286560024154036 0.7766172175813328 10.0
 NOFB 58M5OUTER w, n0, rfit:0.08118182142396034 1.2062618902510172 10.0
 NOFB 59INNER w, n0, rfit:-1.060198881831763 258.1470839404275 1.0
 NOFB 59OUTER w, n0, rfit:-2.8478245235426587 0.5406721756050468 10.0
 NOFB 59ALL w, n0, rfit:-2.348498714604711 0.7431488119083182 10.0
 NOFB 59M5OUTER w, n0, rfit:0.08770665281167457 1.2054376267501337 10.0
 UV_30 18INNER w, n0, rfit:-2.358371322382221 9.002644517973057 1.0
 UV_30 18OUTER w, n0, rfit:1.685167813102192 465.8333477781485 10.0
 UV_30 18ALL w, n0, rfit:0.7861038069028464 259.31573730397974 10.0
 UV_30 18M5OUTER w, n0, rfit:3.2935569680479366 1054.2825026085748 10.0
 UV_30 19INNER w, n0, rfit:-1.1206699763511866e-05 10040.385616093943 1.0
 UV_30 19OUTER w, n0, rfit:-0.01919340481623612 9807.433405233578 10.0
 UV_30 19ALL w, n0, rfit:-0.009804349900967405 9864.014722070904 10.0
 UV_30 19M5OUTER w, n0, rfit:-0.800684307998313 7083.592918834085 10.0
 UV_30 20INNER w, n0, rfit:0.07417511269495634 10295.01600030175 1.0
 UV_30 20OUTER w, n0, rfit:-0.0004958828747325726 10035.097327127778 10.0
 UV_30 20ALL w, n0, rfit:0.010452720029891283 10111.007625112306 10.0
 UV_30 20M5OUTER w, n0, rfit:-0.00019799339833341631 10035.47710682708 10.0
 UV_30 21INNER w, n0, rfit:0.10034957983088562 10429.661864743539 1.0
 UV_30 21OUTER w, n0, rfit:-0.00024336750533630162 10036.75272024824 10.0
 UV_30 21ALL w, n0, rfit:0.013305048484231826 10132.101569788272 10.0
 UV_30 21M5OUTER w, n0, rfit:-0.00027272729975225335 10036.098800572934 10.0
 UV_30 22INNER w, n0, rfit:0.22070898513223794 10789.140212229893 1.0
 UV_30 22OUTER w, n0, rfit:-9.699028116803268e-05 10037.48718640967 10.0
 UV_30 22ALL w, n0, rfit:0.03233926074690761 10264.038636276766 10.0
 UV_30 22M5OUTER w, n0, rfit:-0.000267702704925034 10036.485077514879 10.0
 UV_30 23INNER w, n0, rfit:5.907121328439075e-05 10035.974756428192 1.0
 UV_30 23OUTER w, n0, rfit:8.951474632589316e-06 10037.588015165184 10.0
 UV_30 23ALL w, n0, rfit:5.443119004015757e-05 10037.860920029332 10.0
 UV_30 23M5OUTER w, n0, rfit:-0.0002653989442025328 10036.500973755798 10.0
 UV_30 24INNER w, n0, rfit:0.00010289868299652472 10036.489082641281 1.0
 UV_30 24OUTER w, n0, rfit:6.736763234685358e-06 10036.820897420665 10.0
 UV_30 24ALL w, n0, rfit:3.27757915442216e-05 10036.987851849297 10.0
 UV_30 24M5OUTER w, n0, rfit:-0.00019377451322659744 10036.272036565992 10.0
 UV_30 25INNER w, n0, rfit:4.9086636223571836e-05 10035.502851901452 1.0
 UV_30 25OUTER w, n0, rfit:1.0555567161540639e-05 10036.504386925693 10.0
 UV_30 25ALL w, n0, rfit:3.766655084246576e-05 10036.6684249869 10.0
 UV_30 25M5OUTER w, n0, rfit:-0.00013145268536483815 10036.157955184899 10.0
 UV_30 26INNER w, n0, rfit:4.355922269138936e-05 10035.389652316693 1.0
 UV_30 26OUTER w, n0, rfit:9.762784567781044e-06 10035.989323378868 10.0
 UV_30 26ALL w, n0, rfit:2.649241591449247e-05 10036.092134005687 10.0
 UV_30 26M5OUTER w, n0, rfit:-7.0604342797491e-05 10035.78594139485 10.0
 UV_30 27INNER w, n0, rfit:1.973519256872424e-05 10035.05817114005 1.0
 UV_30 27OUTER w, n0, rfit:-2.8243277685555555e-06 10035.699821210252 10.0
 UV_30 27ALL w, n0, rfit:1.9442327518067017e-05 10035.833093757281 10.0
 UV_30 27M5OUTER w, n0, rfit:-3.699789122735159e-05 10035.611669305501 10.0
 UV_30 28INNER w, n0, rfit:7.911187265785175e-06 10034.887630056157 1.0
 UV_30 28OUTER w, n0, rfit:3.559400850484055e-06 10035.4845999929 10.0
 UV_30 28ALL w, n0, rfit:1.703986474543719e-05 10035.563804465502 10.0
 UV_30 28M5OUTER w, n0, rfit:-1.862520403149518e-05 10035.425641223394 10.0
 UV_30 29INNER w, n0, rfit:1.5045840580477393e-05 10034.981462385624 1.0
 UV_30 29OUTER w, n0, rfit:-1.1003851320268584e-05 10035.25888586674 10.0
 UV_30 29ALL w, n0, rfit:7.799301962971018e-06 10035.372535004011 10.0
 UV_30 29M5OUTER w, n0, rfit:-8.943924621204243e-06 10035.27618910001 10.0
 UV_30 30INNER w, n0, rfit:1.1591986826241447e-07 10034.780446174713 1.0
 UV_30 30OUTER w, n0, rfit:1.9031483357141415e-06 10035.22187596828 10.0
 UV_30 30ALL w, n0, rfit:1.1147532529176343e-05 10035.275431974738 10.0
 UV_30 30M5OUTER w, n0, rfit:-1.712686053249316e-05 10035.18624615365 10.0
 UV_30 31INNER w, n0, rfit:-7.642400483667367e-07 10034.775892203465 1.0
 UV_30 31OUTER w, n0, rfit:2.0440908803303085e-06 10035.095656476438 10.0
 UV_30 31ALL w, n0, rfit:8.02472771112804e-06 10035.130041557826 10.0
 UV_30 31M5OUTER w, n0, rfit:-1.7707576776817918e-05 10035.067609136815 10.0
 UV_30 32INNER w, n0, rfit:-4.6913950325435455e-07 10034.783428318482 1.0
 UV_30 32OUTER w, n0, rfit:5.73401834563487e-06 10034.966700959696 10.0
 UV_30 32ALL w, n0, rfit:5.562903049967647e-06 10034.964719147369 10.0
 UV_30 32M5OUTER w, n0, rfit:-2.0383434017526482e-05 10034.903305835878 10.0
 UV_30 33INNER w, n0, rfit:0.017570730899574633 9404.546392228414 1.0
 UV_30 33OUTER w, n0, rfit:0.009008161684942801 10078.784712930683 10.0
 UV_30 33ALL w, n0, rfit:0.022760861058387222 10160.927662228105 10.0
 UV_30 33M5OUTER w, n0, rfit:-6.561302681282526e-06 10034.831934683272 10.0
 UV_30 34INNER w, n0, rfit:-9.622731109743627e-07 10034.77629481497 1.0
 UV_30 34OUTER w, n0, rfit:0.0004333573819643037 10035.652542682275 10.0
 UV_30 34ALL w, n0, rfit:0.00011324057758557359 10033.719285072155 10.0
 UV_30 34M5OUTER w, n0, rfit:-2.575128311754399e-06 10034.809180084996 10.0
 UV_30 35INNER w, n0, rfit:-6.590271143303534e-07 10034.777237698354 1.0
 UV_30 35OUTER w, n0, rfit:6.378705334663613e-07 10034.78866414915 10.0
 UV_30 35ALL w, n0, rfit:2.6393884232824607e-07 10034.786280463315 10.0
 UV_30 35M5OUTER w, n0, rfit:7.321629570935847e-07 10034.789788272477 10.0
 UV_30 36INNER w, n0, rfit:0.0006895350570177865 10002.630604114915 1.0
 UV_30 36OUTER w, n0, rfit:0.0004481655341582206 10036.920315474796 10.0
 UV_30 36ALL w, n0, rfit:0.0010851023294636078 10040.669538354414 10.0
 UV_30 36M5OUTER w, n0, rfit:2.0179817519928806e-06 10034.77843453337 10.0
 UV_30 37INNER w, n0, rfit:0.0007584039774021185 10004.928698812357 1.0
 UV_30 37OUTER w, n0, rfit:0.002633179295188296 10038.242095829846 10.0
 UV_30 37ALL w, n0, rfit:0.0015416146335540531 10031.587194597101 10.0
 UV_30 37M5OUTER w, n0, rfit:4.495755182917978e-07 10034.776745979314 10.0
 UV_30 38INNER w, n0, rfit:-0.0004658977962499531 9966.111118020779 1.0
 UV_30 38OUTER w, n0, rfit:0.0009452839144154204 10039.23556019287 10.0
 UV_30 38ALL w, n0, rfit:0.0018766052515135309 10044.438902996655 10.0
 UV_30 38M5OUTER w, n0, rfit:1.3991196407459734e-06 10034.758296212023 10.0
 UV_30 39INNER w, n0, rfit:0.00028542047880371937 10002.401716740815 1.0
 UV_30 39OUTER w, n0, rfit:0.0004781810170680372 10037.116402982787 10.0
 UV_30 39ALL w, n0, rfit:0.0010103597322287125 10040.186268996204 10.0
 UV_30 39M5OUTER w, n0, rfit:6.954362373717077e-07 10034.749485867525 10.0
 UV_30 40INNER w, n0, rfit:0.002583567339490808 9725.773532829333 1.0
 UV_30 40OUTER w, n0, rfit:0.011897071545803642 10072.41766544079 10.0
 UV_30 40ALL w, n0, rfit:0.011647320997354734 10069.4733507704 10.0
 UV_30 40M5OUTER w, n0, rfit:1.0456494528690006e-06 10034.746496504065 10.0
 UV_30 41INNER w, n0, rfit:-0.01552812786266974 9774.567892435152 1.0
 UV_30 41OUTER w, n0, rfit:0.024626717636496258 10041.307631527165 10.0
 UV_30 41ALL w, n0, rfit:0.008283318063068076 9940.195816148811 10.0
 UV_30 41M5OUTER w, n0, rfit:0.004885831108137806 10017.422862414574 10.0
 UV_30 42INNER w, n0, rfit:-0.008532037621106976 10828.982771868197 1.0
 UV_30 42OUTER w, n0, rfit:0.02486860170336368 9933.227966271168 10.0
 UV_30 42ALL w, n0, rfit:-0.017674822119029775 9685.852444932205 10.0
 UV_30 42M5OUTER w, n0, rfit:0.016437813833726105 9972.860606104401 10.0
 UV_30 43INNER w, n0, rfit:-0.07176124015006621 11211.085419329427 1.0
 UV_30 43OUTER w, n0, rfit:0.01609880163098466 9876.267832836129 10.0
 UV_30 43ALL w, n0, rfit:-0.04369967819002493 9526.137886183993 10.0
 UV_30 43M5OUTER w, n0, rfit:0.020028943727952764 9955.287867349503 10.0
 UV_30 44INNER w, n0, rfit:-0.1843056836549323 12080.76757879125 1.0
 UV_30 44OUTER w, n0, rfit:-0.058270861573963446 9676.217823783547 10.0
 UV_30 44ALL w, n0, rfit:-0.1081780703884593 9381.241158145096 10.0
 UV_30 44M5OUTER w, n0, rfit:0.006946458679372555 10008.25842728882 10.0
 UV_30 45INNER w, n0, rfit:0.01673182085582995 15320.622289604724 1.0
 UV_30 45OUTER w, n0, rfit:-0.18921322717946473 9354.74892254894 10.0
 UV_30 45ALL w, n0, rfit:-0.15664355889944467 9564.381369024239 10.0
 UV_30 45M5OUTER w, n0, rfit:1.2843386097475337e-05 10034.435607599926 10.0
 UV_30 46INNER w, n0, rfit:-0.016654470641867435 14421.442369203569 1.0
 UV_30 46OUTER w, n0, rfit:-0.20815209225974018 9416.08242745557 10.0
 UV_30 46ALL w, n0, rfit:-0.1519017023901933 9758.079579673415 10.0
 UV_30 46M5OUTER w, n0, rfit:-0.00465984253689702 10050.836312360683 10.0
 UV_30 47INNER w, n0, rfit:-0.030644654230353657 11840.605628308753 1.0
 UV_30 47OUTER w, n0, rfit:-0.052214602459502074 10009.085028705627 10.0
 UV_30 47ALL w, n0, rfit:-0.058980797900805855 9973.262415955258 10.0
 UV_30 47M5OUTER w, n0, rfit:-0.021250064793660362 10114.360792693888 10.0
 UV_30 48INNER w, n0, rfit:-0.0011865685531501548 10028.922121588159 1.0
 UV_30 48OUTER w, n0, rfit:0.0009666888593211049 10049.073918543074 10.0
 UV_30 48ALL w, n0, rfit:0.00042611235270655393 10045.579351973123 10.0
 UV_30 48M5OUTER w, n0, rfit:-0.0012651852236844113 10041.834645003004 10.0
 UV_30 49INNER w, n0, rfit:-0.01774283915129841 10436.410211657281 1.0
 UV_30 49OUTER w, n0, rfit:-0.004732631725902738 10024.664031114537 10.0
 UV_30 49ALL w, n0, rfit:-0.01482852665889182 9964.04662469554 10.0
 UV_30 49M5OUTER w, n0, rfit:0.003001871521819388 10082.764114756508 10.0
 UV_30 50INNER w, n0, rfit:-0.004473752626193554 10253.860269822666 1.0
 UV_30 50OUTER w, n0, rfit:-0.005463477957331223 10012.872362375945 10.0
 UV_30 50ALL w, n0, rfit:-0.007968620221374442 9998.48199075391 10.0
 UV_30 50M5OUTER w, n0, rfit:0.0037805267225430477 10076.219182333192 10.0
 UV_30 51INNER w, n0, rfit:0.00017794926996911583 10034.779237922758 1.0
 UV_30 51OUTER w, n0, rfit:0.006490640816489065 10183.980978150936 10.0
 UV_30 51ALL w, n0, rfit:0.005016541301838821 10174.25559314265 10.0
 UV_30 51M5OUTER w, n0, rfit:-0.011598063399452786 10152.42412173299 10.0
 UV_30 52INNER w, n0, rfit:0.002805285120551524 11033.581597272227 1.0
 UV_30 52OUTER w, n0, rfit:-0.04575115499351907 10332.500353793246 10.0
 UV_30 52ALL w, n0, rfit:-0.02509077972565181 10465.17743322446 10.0
 UV_30 52M5OUTER w, n0, rfit:-0.04666028648892825 10287.597765721093 10.0
 UV_30 53INNER w, n0, rfit:-0.004668430599651598 10421.92014415819 1.0
 UV_30 53OUTER w, n0, rfit:-0.008568899632048125 10463.990882343704 10.0
 UV_30 53ALL w, n0, rfit:-0.0018979768094666344 10505.229705051745 10.0
 UV_30 53M5OUTER w, n0, rfit:-0.0365966449480617 10358.38553154409 10.0
 UV_30 18INNER w, n0, rfit:-5.579148170640776 8.340477328548385e-08 1.0
 UV_30 18OUTER w, n0, rfit:-3.5536542648992325e-16 1e-06 10.0
 UV_30 18ALL w, n0, rfit:-0.65755233590454 6.250504297764876e-07 10.0
 UV_30 18M5OUTER w, n0, rfit:-1.951232306037014e-15 9.99999999999996e-07 10.0
